stbar_tWchan,/ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,999400,1,35.6,0.0356213728237,?,76X_mcRun2_asymptotic_v12,FALSE,POWHEG
WW,/WW_TuneCUETP8M1_13TeV-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,988418,1,118.7,0.120090892719,?,76X_mcRun2_asymptotic_v12,FALSE,pythia8
st_tchan,/ST_t-channel_top_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,3299200,1,45.3,0.0137306013579,?,76X_mcRun2_asymptotic_v12,FALSE,POWHEG
ZZ,/ZZ_TuneCUETP8M1_13TeV-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,985600,1,16.523,0.0167644074675,?,76X_mcRun2_asymptotic_v12,FALSE,pythia8
ttHnonbb,/ttHToNonbb_M125_13TeV_powheg_pythia8/RunIIFall15MiniAODv2-25nsPUfixed30NzshcalRaw_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,159812,1,0.2151,0.00134595649889,?,76X_mcRun2_asymptotic_v12,FALSE,POWHEG
ttHnonbb,/ttHToNonbb_M125_13TeV_powheg_pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,3945824,1,0.2151,5.45133285215e-05,?,76X_mcRun2_asymptotic_v12,FALSE,POWHEG
DYJetsToLL,/DYJetsToLL_M-800to1000_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,9916,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/MINIAODSIM,1719818,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_HCALDebug_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,29193937,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,9004328,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_Zpt-150toInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,2337720,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-5to50_HT-100to200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1018459,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-5to50_HT-200to400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1025157,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-5to50_HT-400to600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1012963,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-5to50_HT-600toInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1019394,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,28751199,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-400to500_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,10745,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-500to700_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,10077,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_HT-100to200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,2655294,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_HT-200to400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,962195,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_HT-400to600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1069003,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-50_HT-600toInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1031103,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-2000to3000_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,9061,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-200to400_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,10020,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-200to400_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/MINIAODSIM,894280,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
DYJetsToLL,/DYJetsToLL_M-10to50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,30899063,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,aMC
WZ,/WZ_TuneCUETP8M1_13TeV-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1000000,1,47.13,0.04713,?,76X_mcRun2_asymptotic_v12,FALSE,pythia8
st_tWchan,/ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1000000,1,35.6,0.0356,?,76X_mcRun2_asymptotic_v12,FALSE,POWHEG
ttHbb,/ttHTobb_M125_13TeV_powheg_pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,3772012,1,0.2934,7.77834216858e-05,?,76X_mcRun2_asymptotic_v12,FALSE,POWHEG
WJets,/WJetsToLNu_HT-100To200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,10205377,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
WJets,/WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,246239,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
WJets,/WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,4949568,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
WJets,/WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,251982,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
WJets,/WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1943664,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
WJets,/WJetsToLNu_HT-600To800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,3767766,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
WJets,/WJetsToLNu_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1041358,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
WJets,/WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1568277,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
WJets,/WJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,24156124,0,0,0,?,76X_mcRun2_asymptotic_v12,FALSE,notSpecified
ttbar,/TT_TuneCUETP8M1_13TeV-powheg-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext3-v1/MINIAODSIM,97994442,1,831.76,0.0084878283199,?,76X_mcRun2_asymptotic_v12,FALSE,POWHEG
stbar_tchan,/ST_t-channel_antitop_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,1630900,1,27.0,0.0165552762278,?,76X_mcRun2_asymptotic_v12,FALSE,POWHEG
